brand,category,facebook,x,instagram,youtube,facebook_log,x_log,instagram_log,youtube_log,facebook_log_z,x_log_z,instagram_log_z,youtube_log_z,cluster,PC1,PC2,cluster_name
Monster Energy,Bevande,25000000.0,2696180.0,10100000.0,3540000.0,17.034386422832473,14.807346885259298,16.128046080821385,15.079637567595793,0.8425371931825559,0.8317920526871958,0.89130199578236,1.2163475905606655,0,1.8776718833244757,0.3816226982399943,Brand ad alta presenza omnicanale
Lavazza,Bevande,1000000.0,722000.0,157000.0,44000.0,13.815511557963774,13.489781802915555,11.964007453736912,10.691967639914864,0.053948490173938615,0.5286132588591791,-0.14173298651259914,-0.008288427101855735,1,0.21288014587774132,-0.13096069261629942,Brand con presenza media e bilanciata
Gatorade,Bevande,6200000.0,313656.0,1300000.0,222000.0,15.64006001130563,12.656055311146087,14.077875591662238,12.310437165348775,0.5009426601246627,0.3367683203856304,0.3826857160978818,0.4434401912774047,0,0.8287034639077314,0.04741247752589084,Brand ad alta presenza omnicanale
Powerade,Bevande,4700000.0,111341.0,183000.0,101000.0,15.363073279446223,11.620361824572393,12.117246896289503,11.522885696764481,0.4330839775733248,0.09844969290926459,-0.10371659929790052,0.22362787401380865,1,0.3141975743491219,0.027157790132656786,Brand con presenza media e bilanciata
San Benedetto,Bevande,106062.0,0.0,17100.0,4230.0,11.571788536167002,0.0,9.746892220313054,8.350193650720067,-0.4957388080123071,-2.5754579030267473,-0.691765731408036,-0.6618974769304874,3,-2.2155665284473645,0.3623083005549169,Brand con presenza social moderatamente inferiore alla media
Estathé,Bevande,1300000.0,31502.0,97700.0,4150.0,14.077875591662238,10.357838058374103,11.489667073393028,8.33110454805304,0.11822477357609587,-0.19206379879189214,-0.2594096581993405,-0.667225407940844,1,-0.4859110580132332,-0.5342994030206851,Brand con presenza media e bilanciata
Acqua Lete,Bevande,133405.0,5231.0,24300.0,7040.0,11.801152388963446,8.562548893137034,10.098272780745283,8.859505484519133,-0.4395472035582503,-0.6051694669543091,-0.6045935306835067,-0.519744209667344,3,-1.0863518270039088,-0.031495375774431233,Brand con presenza social moderatamente inferiore alla media
Lipton,Bevande,7200000.0,57338.0,122000.0,1080.0,15.789591722875162,10.956736299452707,11.711784520403112,6.985641817639208,0.5375762738672354,-0.05425410059243651,-0.2043056801893858,-1.0427555064316887,1,-0.35308358502360226,-1.0645595103007752,Brand con presenza media e bilanciata
Schweppes,Bevande,452229.0,5864.0,44100.0,0.0,13.021946178951856,8.676757761087575,10.694237736914808,0.0,-0.14046624145095077,-0.5788893937391669,-0.45674364189031347,-2.9925075883737486,4,-1.9959216901505383,-2.3407372642103965,"Brand forti su Facebook, Instagram e X ma deboli su YouTube"
San Pellegrino,Bevande,922620.0,0.0,187000.0,12300.0,13.734973811607055,0.0,12.138869243416009,9.417435838868785,0.03421763401800285,-2.5754579030267473,-0.09835242211766984,-0.36402109955524614,3,-1.4969870647824715,0.31544248006241427,Brand con presenza social moderatamente inferiore alla media
Acqua Panna,Bevande,45788.0,0.0,36400.0,799000.0,10.731799166583231,0.0,10.502351525774941,13.591117476312084,-0.7015269033280633,-2.5754579030267473,-0.5043477076735144,0.8008889651750016,3,-1.5378311553389363,1.685565617020983,Brand con presenza social moderatamente inferiore alla media
Levissima,Bevande,266949.0,0.0,25500.0,0.0,12.494816653928332,0.0,10.146472946063877,0.0,-0.269607138785214,-2.5754579030267473,-0.5926357989269763,-2.9925075883737486,4,-3.1344766752995783,-1.779815377669559,"Brand forti su Facebook, Instagram e X ma deboli su YouTube"
Ferrarelle,Bevande,206973.0,3117.0,12800.0,2410.0,12.240348460493946,8.044947049617722,9.45727857185611,7.787796878181171,-0.3319490287441932,-0.7242724279421612,-0.7636144957927158,-0.8188672023702296,3,-1.3162608315197297,-0.2757958434306529,Brand con presenza social moderatamente inferiore alla media
Evian,Bevande,1500000.0,37567.0,176000.0,220000.0,14.220976332738882,10.53390790318777,12.07824495582233,12.301387370778713,0.1532828707506208,-0.15154918293311606,-0.11339239063612483,0.4409143165954861,1,0.1451963476146825,0.3855298785700927,Brand con presenza media e bilanciata
Fiji,Bevande,726276.0,47913.0,153000.0,5710.0,13.495686763737751,10.777163016268934,11.938199736300925,8.650149418664864,-0.02440504336082488,-0.09557487641517452,-0.1481354907427831,-0.5781772693521174,1,-0.4079668476830962,-0.4463865373984326,Brand con presenza media e bilanciata
Illy,Bevande,692439.0,0.0,247000.0,20900.0,13.447976870690665,0.0,12.417147664184915,9.94755228369823,-0.036093438920810815,-2.5754579030267473,-0.02931575622262879,-0.21606108829786477,3,-1.4264658437324778,0.4588597657886211,Brand con presenza social moderatamente inferiore alla media
Kimbo,Bevande,124505.0,1300.0,27500.0,1080.0,11.73210918649675,7.170888478512505,10.221977646629885,6.985641817639208,-0.4564620237269412,-0.9253979942415753,-0.5739042250878056,-1.0427555064316887,3,-1.4824941752614342,-0.4100320901799338,Brand con presenza social moderatamente inferiore alla media
Segafredo,Bevande,76838.0,2359.0,28300.0,2570.0,11.24946760274263,7.7664168980196555,10.250652418696085,7.852050207265889,-0.5747038680137994,-0.7883637100638936,-0.5667904479818379,-0.8009335514008509,3,-1.3563841007873463,-0.1886615377329785,Brand con presenza social moderatamente inferiore alla media
Twinings,Bevande,26769.0,39441.0,83100.0,11100.0,10.195037136514399,10.582586517370014,11.32781201446548,9.314790473332646,-0.8330276577488225,-0.14034797266216703,-0.29956344948408625,-0.3926702946299839,3,-0.8278650230226228,0.059135612894620104,Brand con presenza social moderatamente inferiore alla media
Yoga,Bevande,12207.0,0.0,7360.0,523000.0,9.409846753524238,0.0,8.903951072058707,13.167338655091122,-1.0253906080750408,-2.5754579030267473,-0.9008866767563072,0.6826086896429594,5,-1.9653357803627642,1.776132676799157,Brand con presenza social selettiva su poche piattaforme
Peroni,Birra,223436.0,2829.0,59900.0,17600.0,12.316884774105722,7.948031990637284,11.000448478455008,9.77571099759397,-0.3131984793075244,-0.7465731029366695,-0.3807773898224289,-0.26402345368845237,3,-0.8562363530149139,0.13850595982280384,Brand con presenza social moderatamente inferiore alla media
Heineken,Birra,23000000.0,164277.0,853000.0,698000.0,16.951004817371683,12.009315393659888,13.656515998806071,13.455975814408239,0.8221096230328904,0.1879499957871179,0.2781527761979583,0.763169777227404,0,1.0073039597474427,0.26136517563080797,Brand ad alta presenza omnicanale
Budweiser,Birra,14000000.0,33683.0,735000.0,223000.0,16.454567959008102,10.424778226149883,13.507627138738266,12.314931534737134,0.7004880892058593,-0.17666050707076925,0.2412157026742786,0.44469460802259814,1,0.5958700180851088,0.12434407573809947,Brand con presenza media e bilanciata
Carlsberg,Birra,3200000.0,29895.0,85200.0,974000.0,14.978661680269907,10.30547997116532,11.352768449837729,13.78916760931819,0.3389073919208456,-0.2041116755456261,-0.29337213545418533,0.8561664427837886,1,0.3088177476117757,0.7243276666596982,Brand con presenza media e bilanciata
corona,Birra,14000000.0,46076.0,908000.0,13200.0,16.454567959008102,10.738069189083738,13.719000758904409,9.488047863280759,0.7004880892058593,-0.10457057577830967,0.29365429979623625,-0.34431268260495995,1,0.2928310169043656,-0.5930252273058508,Brand con presenza media e bilanciata
guinness,Birra,6000000.0,68435.0,448000.0,64900.0,15.607270193858982,11.133654280944539,13.012550743537489,11.080618310893968,0.4929095178940167,-0.01354432393399047,0.11839473943336465,0.10018728274290899,1,0.34857654276310407,-0.11633909677998736,Brand con presenza media e bilanciata
Moretti,Birra,1000000.0,5222.0,20000.0,3750.0,13.815511557963774,8.560827228436299,9.90353755128617,8.229777750081887,0.053948490173938615,-0.6055656312382142,-0.6529043948066263,-0.6955065795866503,3,-0.9479838054621181,-0.36242492016009176,Brand con presenza social moderatamente inferiore alla media
Ichnusa,Birra,664199.0,3175.0,74500.0,1520.0,13.406338587924783,8.063377822367027,11.218567827096358,7.327123292259293,-0.04629435718583097,-0.7200314082564294,-0.3266652795273161,-0.9474451207196766,3,-0.9990368769655885,-0.5762874886556316,Brand con presenza social moderatamente inferiore alla media
Menabrea,Birra,35272.0,282000.0,15800.0,89000.0,10.470873077735911,12.549665896013254,9.6678285081515,11.39640288460621,-0.7654509061623931,0.3122875452130949,-0.7113802421769171,0.18832544472051627,3,-0.5158374695558329,0.5061267605482649,Brand con presenza social moderatamente inferiore alla media
Forst,Birra,92521.0,0.0,0.0,531000.0,11.43520173305942,0.0,0.0,13.182519183461475,-0.5292010625057245,-2.5754579030267473,-3.1098222227071766,0.6868457043035648,5,-2.89132281593559,1.9936338717145865,Brand con presenza social selettiva su poche piattaforme
Messina,Birra,18197.0,92000.0,21000.0,0.0,9.809066976916636,11.429554725537322,9.952325334619427,0.0,-0.9275860734484165,0.05454395579275564,-0.6408008839112028,-2.9925075883737486,4,-2.168456877828216,-2.1653116982315073,"Brand forti su Facebook, Instagram e X ma deboli su YouTube"
Angelo Poretti,Birra,97631.0,0.0,0.0,1160.0,11.488960587516397,0.0,0.0,7.057036981697891,-0.5160307383734798,-2.5754579030267473,-3.1098222227071766,-1.0228285085411706,5,-3.6802460790161824,0.4929919339659479,Brand con presenza social selettiva su poche piattaforme
Beck's,Birra,449830.0,7745.0,24800.0,0.0,13.016627235652297,8.954931860074698,10.118639253920785,0.0,-0.14176932366882575,-0.5148800412333387,-0.5995409168293947,-2.9925075883737486,4,-2.040433207805533,-2.329965291038756,"Brand forti su Facebook, Instagram e X ma deboli su YouTube"
Stella Artois,Birra,8100000.0,75504.0,267000.0,63200.0,15.90737474309945,11.23195415820989,12.495007682693725,11.05407540279458,0.5664318097468191,0.009075005177052226,-0.009999863637345643,0.09277893120147979,1,0.3248196827288363,-0.13276042631091833,Brand con presenza media e bilanciata
Barilla,Alimentari,2700000.0,18679.0,203000.0,67500.0,14.80876270134486,9.835208711782833,12.220966184120165,11.119897691565697,0.29728402317940283,-0.31232361520779744,-0.07798541323951998,0.11115049217181452,1,0.001723707750890918,0.07559625996040772,Brand con presenza media e bilanciata
Ferrero,Alimentari,164620.0,2418.0,67400.0,1740.0,12.011401141104225,7.791109510610028,11.118415133585586,7.462214939768189,-0.3880385871253963,-0.7826818074376533,-0.3515116474968018,-0.9097398922153517,3,-1.1965416740321844,-0.39466773778382613,Brand con presenza social moderatamente inferiore alla media
McDonald's,Alimentari,82000000.0,4573456.0,5500000.0,793000.0,18.22222981742365,15.335779932044634,15.520258832020865,13.583579761650238,1.1335456732392104,0.9533873316530395,0.7405191750563769,0.7987851248638783,0,1.8092648216030938,-0.09570728579947085,Brand ad alta presenza omnicanale
KFC,Alimentari,60000000.0,1587195.0,1900000.0,506000.0,17.909855136853043,14.27747949534828,14.45736497045232,13.134293924552235,1.0570173350635188,0.7098667236732693,0.4768312893761059,0.673385624125526,0,1.4502593966399133,-0.06924258878314166,Brand ad alta presenza omnicanale
