brand,category,facebook,x,instagram,youtube,facebook_log,x_log,instagram_log,youtube_log,facebook_log_z,x_log_z,instagram_log_z,youtube_log_z,cluster,PC1,PC2,cluster_name
Lululemon,Abbigliamento Sportivo,3400000.0,864298.0,5400000.0,306000.0,15.039286283703994,13.669674052734392,15.501909696719672,12.631343648903034,0.35375974853597264,0.570007430615815,0.7359670322069558,0.5330079218814442,0,1.102009041045406,0.060185180958338136,Brand ad alta presenza omnicanale
Converse,Abbigliamento Sportivo,46000000.0,935286.0,10500000.0,157000.0,17.6441519761925,13.748608713042394,16.166885910365842,11.964007453736912,0.9919230025259491,0.5881707194158144,0.9009375698533648,0.34674871050948775,0,1.4304210059167994,-0.3776970057749394,Brand ad alta presenza omnicanale
Ellesse,Abbigliamento Sportivo,0.0,15119.0,389000.0,4050.0,0.0,9.623773649733524,12.871337193291367,8.30671904320269,-3.330698878321892,-0.3609759572773315,0.08336179415051805,-0.6740316098750914,3,-2.1110537936419242,0.7389182377797533,Brand con presenza social moderatamente inferiore alla media
Gucci,Moda,21000000.0,6861393.0,51500000.0,1460000.0,16.860033043306743,15.741421186055407,17.75709238505144,14.19394767861579,0.7998225456123799,1.0467275603566606,1.2954437367119465,0.9691440049669532,0,2.0642467482114815,0.05563695408191616,Brand ad alta presenza omnicanale
Armani,Moda,810422.0,3147936.0,5500000.0,257000.0,13.605311612560273,14.962257875612694,15.520258832020865,12.456835254920371,0.00245183085133699,0.8674379026231258,0.7405191750563769,0.4843011439838267,0,1.0558573649087435,0.07654424158514175,Brand ad alta presenza omnicanale
Hugo Boss,Moda,8600000.0,648440.0,12300000.0,263000.0,15.967272877502799,13.38232629941705,16.325109901643454,12.479913113434042,0.5811061894927678,0.5038871710344263,0.9401905481915003,0.49074237069690796,0,1.271183253814459,-0.08340349345841852,Brand ad alta presenza omnicanale
Dior,Moda,20000000.0,8850675.0,46800000.0,4130000.0,16.811242881518265,15.99600439824778,17.661393782255395,15.233788207067937,0.7878694961713212,1.1053085232522826,1.2717023612592688,1.2593723459216677,0,2.210089469710021,0.3040459433288055,Brand ad alta presenza omnicanale
louis Vuitton,Moda,25000000.0,9537021.0,55900000.0,5440000.0,17.034386422832473,16.070691835363462,17.839074956014414,15.509289802655639,0.8425371931825559,1.122494503210524,1.3157823721877007,1.3362671858802693,0,2.3052028321226556,0.33851231875736343,Brand ad alta presenza omnicanale
Moncler,Moda,3000000.0,1009196.0,5900000.0,54600.0,14.914123179965662,13.824665523093016,15.59046307836746,10.907807476583594,0.32309617390659023,0.6056717994327013,0.7579357863985402,0.05195430819674715,0,0.8924776878780855,-0.3617927792296768,Brand ad alta presenza omnicanale
prada,Moda,8100000.0,1989266.0,34000000.0,395000.0,15.90737474309945,14.503276787137663,17.341871111992198,12.886643575525625,0.5664318097468191,0.7618238918554769,1.1924336210820699,0.6042643041075048,0,1.5803335190929766,-0.08732259931556785,Brand ad alta presenza omnicanale
versace,Moda,7500000.0,4924770.0,29400000.0,671000.0,15.830413711839864,15.409788334045357,17.196505266322514,13.416525906265674,0.5475772091888448,0.9704170619884891,1.1563705541280496,0.7521589721301305,0,1.7252275960601415,0.0047715561610838205,Brand ad alta presenza omnicanale
dolce e gabbana,Moda,12000000.0,4805873.0,30500000.0,647000.0,16.300417291085605,15.38534947770641,17.233237274364523,13.380103119076898,0.6627228822971798,0.964793550037035,1.1654832095752212,0.7419930622530837,0,1.7799350754971859,-0.047808051381687144,Brand ad alta presenza omnicanale
Chanel,Moda,24000000.0,11470973.0,59800000.0,2820000.0,16.993564429978885,16.255330402675533,17.906516235643267,14.852247797524162,0.8325362569082126,1.1649808280850642,1.3325135332903346,1.1528811705547057,0,2.2451109902388033,0.16843876782068223,Brand ad alta presenza omnicanale
Hermes,Moda,4000000.0,160275.0,15400000.0,420000.0,15.201805169084134,11.984652608112238,16.54987813231892,12.948012371209098,0.3935750760701662,0.18227495652342207,0.9959521455230008,0.6213928572560492,0,1.1067601342320081,0.1700083653275255,Brand ad alta presenza omnicanale
Givenchy,Moda,2700000.0,1094921.0,16000000.0,116000.0,14.80876270134486,13.906193685818844,16.588099342704055,11.661354090741,0.29728402317940283,0.6244318670524822,1.005434249540164,0.2622755811947259,0,1.1185730883443263,-0.21756003628888243,Brand ad alta presenza omnicanale
Saint Laurent,Moda,3700000.0,3834716.0,13500000.0,410000.0,15.123843647884687,15.159606196057975,16.41820031748273,12.923914877701906,0.3744753665541959,0.9128488098780098,0.9632848719215583,0.61466704173877,0,1.4433209628332884,-0.0011608115509986778,Brand ad alta presenza omnicanale
Valentino,Moda,3400000.0,2305472.0,18900000.0,177000.0,15.039286283703994,14.650796419434752,16.75467253293992,12.083910661257521,0.35375974853597264,0.7957689506500113,1.0467585378181055,0.38021471615331065,0,1.309570606984396,-0.1850134684158792,Brand ad alta presenza omnicanale
Fendi,Moda,3700000.0,1113343.0,21100000.0,258000.0,15.123843647884687,13.9228786570772,16.86478364583966,12.460718739865236,0.3744753665541959,0.6282711684493935,1.0740754389690685,0.48538505768196694,0,1.2993199069196497,-0.06486864561669115,Brand ad alta presenza omnicanale
Burberry,Moda,17000000.0,7286918.0,20200000.0,430000.0,16.648723960844016,15.801591380905172,16.821193211876384,12.971542813248437,0.7480541599904618,1.0605730449884319,1.0632613118174647,0.6279604038828134,0,1.7630924705057394,-0.18457506091272258,Brand ad alta presenza omnicanale
Dolce e Gabbana,Moda,12000000.0,4805969.0,30500000.0,647000.0,16.300417291085605,15.385369453061815,17.233237274364523,13.380103119076898,0.6627228822971798,0.9647981464734762,1.1654832095752212,0.7419930622530837,0,1.7799373819462538,-0.04780917387492856,Brand ad alta presenza omnicanale
Moschino,Moda,1500000.0,498611.0,11600000.0,81200.0,14.220976332738882,13.119583517170668,16.266515742283485,11.304682841344873,0.1532828707506208,0.44342864729548787,0.925654223772388,0.16272560007158957,0,0.8671800867360385,-0.19168633376539762,Brand ad alta presenza omnicanale
Salvatore Ferragamo,Moda,2000000.0,479994.0,7500000.0,47000.0,14.508658238524095,13.081530966163154,15.830413711839864,10.757924157061597,0.22376175249847105,0.4346725511670028,0.8174639081571956,0.010120598150450808,1,0.7693542552559373,-0.32998719563255596,Brand con presenza media e bilanciata
Coca-Cola,Bevande,108000000.0,2743443.0,3200000.0,4760000.0,18.497641794347754,14.82472462339021,14.978661680269907,15.375758436291614,1.201018558266842,0.8357907634579892,0.6061571159652518,1.298997445122102,0,1.9451470219091442,0.36955937189678356,Brand ad alta presenza omnicanale
Red Bull,Bevande,60000000.0,1847316.0,31400000.0,27000000.0,17.909855136853043,14.429244874124425,17.262318482725615,17.11134746100564,1.0570173350635188,0.7447887515099175,1.1726978173766505,1.7834151124847795,0,2.354529829214169,0.7670439545803573,Brand ad alta presenza omnicanale
pepsi,Bevande,36000000.0,2455757.0,2100000.0,975000.0,17.399029524198163,14.713946029192403,14.557448378884015,13.790193775620484,0.9318707157451793,0.8103000146358431,0.5016604687657423,0.8564528545318494,0,1.5366491419413224,0.10905394008873298,Brand ad alta presenza omnicanale
